timestamp,machine_id,machine_type,vibration_rms,temperature_motor,current_phase_avg,pressure_level,rpm,operating_mode,hours_since_maintenance,ambient_temp,rul_hours,failure_within_24h,failure_type,estimated_repair_cost,vibration_rms_roll_mean_5,vibration_rms_roll_std_5,vibration_rms_roll_mean_10,vibration_rms_roll_max_10,vibration_rms_roll_min_10,vibration_rms_lag_1,vibration_rms_lag_3,vibration_rms_lag_5,vibration_rms_delta,vibration_rms_trend_5,vibration_rms_deviation,temperature_motor_roll_mean_5,temperature_motor_roll_std_5,temperature_motor_roll_mean_10,temperature_motor_roll_max_10,temperature_motor_roll_min_10,temperature_motor_lag_1,temperature_motor_lag_3,temperature_motor_lag_5,temperature_motor_delta,temperature_motor_trend_5,temperature_motor_deviation,current_phase_avg_roll_mean_5,current_phase_avg_roll_std_5,current_phase_avg_roll_mean_10,current_phase_avg_roll_max_10,current_phase_avg_roll_min_10,current_phase_avg_lag_1,current_phase_avg_lag_3,current_phase_avg_lag_5,current_phase_avg_delta,current_phase_avg_trend_5,current_phase_avg_deviation,pressure_level_roll_mean_5,pressure_level_roll_std_5,pressure_level_roll_mean_10,pressure_level_roll_max_10,pressure_level_roll_min_10,pressure_level_lag_1,pressure_level_lag_3,pressure_level_lag_5,pressure_level_delta,pressure_level_trend_5,pressure_level_deviation,rpm_roll_mean_5,rpm_roll_std_5,rpm_roll_mean_10,rpm_roll_max_10,rpm_roll_min_10,rpm_lag_1,rpm_lag_3,rpm_lag_5,rpm_delta,rpm_trend_5,rpm_deviation,temp_differential,vib_to_rpm,power_est,pressure_stability,maintenance_stress
2024-01-11,M01,CNC,0.99,47.75,5.41,25.4,891.9,idle,276.42,9.2,58.38,0,none,0.0,1.288,0.922263519825001,1.048,2.93,0.71,0.9,2.93,0.94,0.08999999999999997,0.010000000000000009,-0.3230830291906376,46.42,5.084938544368071,44.881,54.57,40.58,43.12,54.57,42.0,4.630000000000003,1.15,0.261551606422539,5.694,2.541540871203924,5.307,10.13,4.05,4.78,10.13,4.77,0.6299999999999999,0.1280000000000001,-0.11173883895936672,35.58,23.73345739667948,29.119999999999997,78.0,21.3,23.3,78.0,23.6,2.099999999999998,0.35999999999999943,-0.42892853481055754,1294.52,915.6923129523366,1084.04,2932.1,853.2,862.9,2932.1,853.2,29.0,7.739999999999986,-0.43968912956468614,38.55,0.0011099898967374157,4.825179,0.7138840039673963,301.29780000000005
2024-01-12,M01,CNC,0.99,40.88,4.29,20.3,872.8,idle,276.65,10.9,58.15,0,none,0.0,1.31,0.9113451596404075,1.0719999999999998,2.93,0.71,0.99,0.74,0.88,0.0,0.022,-0.3510907887494292,46.254,5.286684216028045,44.911,54.57,40.88,47.75,44.95,41.71,-6.869999999999997,-0.16599999999999965,-1.0164969441551135,5.732,2.513010147213895,5.206,10.13,4.05,5.41,4.05,4.1,-1.12,0.038000000000000075,-0.5737910061756116,34.5,24.408707462706825,28.790000000000003,78.0,20.3,25.4,25.5,25.7,-5.099999999999998,-1.0799999999999996,-0.5817572211053561,1285.56,920.5090048446023,1081.3600000000001,2932.1,853.2,891.9,868.1,917.6,-19.100000000000023,-8.960000000000013,-0.4484040384040318,29.980000000000004,0.0011342804636310672,3.744312,0.5884056265490937,301.5485
2024-01-13,M01,CNC,0.82,42.71,5.24,22.1,869.7,idle,277.02,16.6,57.78,0,none,0.0,0.8879999999999999,0.10894952959971681,1.083,2.93,0.74,0.99,0.9,2.93,-0.17000000000000004,-0.42200000000000004,-0.6235698608660164,43.882,2.601359260079233,44.212,54.57,40.88,40.88,43.12,54.57,1.8299999999999983,-2.372,-0.4505163767063188,4.754,0.5869667792984534,5.200000000000001,10.13,4.05,4.29,4.78,10.13,0.9500000000000002,-0.9780000000000001,0.827844492547802,23.32,2.2185580902919475,28.869999999999997,78.0,20.3,20.3,23.3,78.0,1.8000000000000007,-11.18,-0.5498819332903441,873.0799999999999,11.114495040258042,1082.06,2932.1,853.2,872.8,862.9,2932.1,-3.099999999999909,-412.4799999999999,-0.30410464688611905,26.11,0.000942853846810925,4.557228,0.9476839846981199,254.85839999999996
2024-01-14,M01,CNC,0.86,41.41,5.2,20.4,919.1,idle,277.35,8.7,57.45,0,none,0.0,0.9119999999999999,0.07661592523750908,1.0930000000000002,2.93,0.74,0.82,0.99,0.74,0.040000000000000036,0.024,-0.6778253646685516,43.17399999999999,2.717173163418178,44.049,54.57,40.88,42.71,47.75,44.95,-1.3000000000000043,-0.7080000000000013,-0.6491802236698876,4.984,0.4519181341791885,5.241,10.13,4.05,5.24,5.41,4.05,-0.040000000000000036,0.23000000000000007,0.4778569346387632,22.3,2.136586061922115,28.65,78.0,20.3,22.1,25.4,25.5,-1.7000000000000028,-1.0200000000000002,-0.8892274976000941,883.28,22.731959880307773,1086.9299999999998,2932.1,853.2,869.7,891.9,868.1,49.39999999999998,10.2,1.5757480927203626,32.709999999999994,0.0009356979552203465,4.77932,0.9147977960547999,266.25600000000003
2024-01-15,M01,CNC,0.93,41.99,4.01,24.9,899.5,idle,277.73,10.9,57.07,0,none,0.0,0.9179999999999999,0.07661592523750911,1.098,2.93,0.74,0.86,0.99,0.9,0.07000000000000006,0.006000000000000005,0.1564212380004367,42.948,2.769281495261892,44.109,54.57,40.88,41.41,40.88,43.12,0.5800000000000054,-0.2259999999999991,-0.34592561611285094,4.83,0.6335219017524174,5.198,10.13,4.01,5.2,4.29,4.78,-1.1900000000000004,-0.15400000000000008,-1.2941471841994638,22.619999999999997,2.4242524621004002,28.919999999999998,78.0,20.3,20.4,20.3,23.3,4.5,0.31999999999999956,0.9404573120628937,890.6,20.29039181484483,1088.69,2932.1,853.2,919.1,872.8,862.9,-19.600000000000023,7.320000000000005,0.43862909195175853,31.090000000000003,0.0010339077150204813,3.606995,1.100795269321278,286.06190000000004
2024-01-16,M01,CNC,2.82,61.57,9.98,65.6,2834.8,normal,277.8,16.7,57.0,0,none,0.0,1.284,0.8611213619461542,1.286,2.93,0.74,0.93,0.82,0.99,1.8899999999999997,0.366,1.7835135864825826,45.712,8.890962827500745,46.066,61.57,40.88,41.99,42.71,47.75,19.58,2.7640000000000002,1.7835887910891797,5.744000000000001,2.4297386690753386,5.719,10.13,4.01,4.01,5.24,5.41,5.970000000000001,0.914,1.7433256182444348,30.659999999999997,19.620474000390505,33.120000000000005,78.0,20.3,24.9,22.1,25.4,40.699999999999996,8.04,1.7807837833543807,1279.1799999999998,869.8543941373176,1286.85,2932.1,862.9,899.5,869.7,891.9,1935.3000000000002,388.58000000000004,1.7883680667107364,44.870000000000005,0.0009947791696247382,28.291304000000004,2.139594866407415,811.176
2024-01-17,M01,CNC,0.96,46.23,4.5,20.4,871.8,idle,278.03,14.4,56.77,0,none,0.0,1.278,0.8637823800008886,1.294,2.93,0.74,2.82,0.86,0.99,-1.8599999999999999,-0.006000000000000005,-0.36810566734753053,46.782000000000004,8.476327034748017,46.518,61.57,40.88,61.57,41.41,40.88,-15.340000000000003,1.069999999999999,-0.0651217780483633,5.786,2.399954166229013,5.759,10.13,4.01,9.98,5.2,4.29,-5.48,0.041999999999999996,-0.5358212402433293,30.68,19.60732006165044,32.589999999999996,78.0,20.3,65.6,20.4,20.3,-45.199999999999996,0.019999999999999574,-0.5242913125580627,1278.98,869.9712966529413,1282.27,2932.1,862.9,2834.8,919.1,872.8,-1963.0000000000002,-0.2,-0.4680383763955367,31.83,0.0011011699804866944,3.9231,0.6649280753167942,294.7118
2024-01-18,M01,CNC,0.8,47.3,4.96,25.3,883.1,idle,278.25,11.6,56.55,0,none,0.0,1.274,0.8664756199686171,1.081,2.82,0.74,0.96,0.93,0.82,-0.15999999999999992,-0.003999999999999981,-0.5469805393523139,47.7,8.168016895183321,45.791,61.57,40.88,46.23,41.99,42.71,1.0700000000000003,0.9179999999999993,-0.04897089563395974,5.73,2.419070069262153,5.242,9.98,4.01,4.5,4.01,5.24,0.45999999999999996,-0.05600000000000005,-0.3182909749850082,31.319999999999993,19.30717483217055,27.32,65.6,20.3,20.4,24.9,22.1,4.900000000000002,0.6399999999999999,-0.31179957048983575,1281.66,868.4145283215844,1077.3700000000001,2834.8,862.9,871.8,899.5,869.7,11.300000000000068,2.6799999999999953,-0.458951273967265,35.699999999999996,0.0009058996613531916,4.3801760000000005,0.8077902912546965,250.425
2024-01-19,M01,CNC,0.74,47.13,5.14,23.4,904.0,idle,278.63,17.4,56.17,0,none,0.0,1.25,0.8823264701911643,1.081,2.82,0.74,0.8,2.82,0.86,-0.06000000000000005,-0.024,-0.5779518376069525,48.844,7.434432056317433,46.009,61.57,40.88,47.3,61.57,41.41,-0.1699999999999946,1.1440000000000012,-0.23054578109506452,5.718000000000001,2.422502837975633,5.351000000000001,9.98,4.01,4.96,9.98,5.2,0.17999999999999972,-0.012000000000000099,-0.23858636295621097,31.919999999999998,18.925828911833687,27.109999999999996,65.6,20.3,25.3,65.6,20.4,-1.9000000000000021,0.6,-0.45017605422118845,1278.64,870.0153579104222,1080.96,2834.8,862.9,883.1,2834.8,919.1,20.899999999999977,-3.0200000000000045,-0.4306130386462323,29.730000000000004,0.0008185840617413268,4.646559999999999,0.7330824771044872,234.04919999999998
2024-01-20,M01,CNC,0.85,45.23,4.64,20.1,857.5,idle,279.0,14.3,55.8,0,none,0.0,1.234,0.8902696220808612,1.076,2.82,0.74,0.74,0.96,0.93,0.10999999999999999,-0.016000000000000014,-0.4312815604631287,49.492,6.8019717729493925,46.22,61.57,40.88,47.13,46.23,41.99,-1.9000000000000057,0.647999999999999,-0.6265738060790835,5.843999999999999,2.3259148737647295,5.337000000000001,9.98,4.01,5.14,4.5,4.01,-0.5,0.12599999999999997,-0.5176235171924275,30.959999999999997,19.484429681158232,26.79,65.6,20.1,23.4,20.4,24.9,-3.299999999999997,-0.9599999999999994,-0.557365262478044,1270.2400000000002,874.7808085457751,1080.42,2834.8,857.5,904.0,871.8,899.5,-46.5,-8.4,-0.4718209965122971,30.929999999999996,0.0009912536327550596,3.9787999999999997,0.6492245965036834,265.05
2024-01-21,M01,CNC,0.71,46.36,4.47,23.1,913.5,idle,279.32,9.6,55.48,0,none,0.0,0.8119999999999999,0.09884331034520974,1.0479999999999998,2.82,0.71,0.85,0.8,2.82,-0.14,-0.422,-1.0308933433106853,46.45,0.8261053201620607,46.081,61.57,40.88,45.23,47.3,61.57,1.1300000000000026,-3.0420000000000003,-0.10893176042772255,4.742,0.29533032353620436,5.243,9.98,4.01,4.64,4.96,9.98,-0.16999999999999993,-1.102,-0.9206908645810261,22.46,2.1892921230388267,26.559999999999995,65.6,20.1,20.1,25.3,65.6,3.0,-8.499999999999998,0.29231858161236784,885.9799999999999,22.92677474045624,1082.5800000000002,2834.8,857.5,857.5,883.1,2834.8,56.0,-384.26000000000005,1.200338044829064,36.76,0.0007772304238945766,4.083345,1.0284946444814584,226.24919999999997
2024-01-22,M01,CNC,0.77,44.1,5.13,21.4,855.4,idle,279.55,17.3,55.25,0,none,0.0,0.774,0.05412947441089213,1.026,2.82,0.71,0.71,0.74,0.96,0.06000000000000005,-0.03799999999999999,-0.07376062636514495,46.023999999999994,1.3506035687795377,46.403000000000006,61.57,41.41,46.36,47.13,46.23,-2.259999999999998,-0.4259999999999991,-1.4244428196324905,4.868,0.300616034169834,5.327,9.98,4.01,4.47,5.14,4.5,0.6600000000000001,0.12599999999999997,0.8712538415960588,22.660000000000004,1.9907285098676453,26.669999999999998,65.6,20.1,23.1,23.4,20.4,-1.7000000000000028,0.2,-0.6329023287313545,882.7,26.37622035090738,1080.84,2834.8,855.4,913.5,904.0,871.8,-58.10000000000002,-3.2799999999999954,-1.0350192762600758,26.8,0.0009001636555978063,4.388202000000001,0.9443949936473989,243.20850000000002
2024-01-23,M01,CNC,2.21,52.42,15.54,82.7,2990.0,normal,279.95,14.8,54.85,0,none,0.0,1.056,0.6472093942457878,1.165,2.82,0.71,0.77,0.85,0.8,1.44,0.282,1.7827641777771237,47.048,3.214587065238725,47.373999999999995,61.57,41.41,44.1,45.23,47.3,8.32,1.024000000000001,1.6710802298888994,6.984,4.792111225754259,6.356999999999999,15.54,4.01,5.13,4.64,4.96,10.41,2.1159999999999997,1.7853970947729558,34.14,27.178723295990192,32.73,82.7,20.1,21.4,20.1,25.3,61.300000000000004,11.48,1.786685150830804,1304.08,942.8269231412517,1292.8700000000001,2990.0,855.4,855.4,857.5,883.1,2134.6,421.38,1.7881540925534338,37.620000000000005,0.0007391304323106005,46.4646,2.4223777321682096,646.6845
2024-01-24,M01,CNC,0.96,48.04,4.28,25.4,887.8,idle,280.42,8.6,54.38,0,none,0.0,1.1,0.627534859589489,1.175,2.82,0.71,2.21,0.71,0.74,-1.25,0.044,-0.2230596307087987,47.230000000000004,3.245997535427304,48.037,61.57,41.99,52.42,46.36,47.13,-4.380000000000003,0.18199999999999933,0.24953039493108448,6.811999999999999,4.889291359696207,6.265,15.54,4.01,15.54,4.47,5.14,-11.259999999999998,-0.17199999999999988,-0.5178558666568511,34.54,26.99524032121218,33.230000000000004,82.7,20.1,82.7,23.1,23.4,-57.300000000000004,0.4,-0.33857695036420954,1300.84,944.5717246456194,1289.74,2990.0,855.4,2990.0,913.5,904.0,-2102.2,-3.240000000000009,-0.4372774935934201,39.44,0.0010813246104829399,3.7997840000000003,0.7353790575046155,297.2452
2024-01-25,M01,CNC,2.93,63.44,11.57,56.2,2868.4,normal,280.88,11.2,53.92,0,none,0.0,1.516,0.9995398941513038,1.375,2.93,0.71,0.96,0.77,0.85,1.9700000000000002,0.41600000000000004,1.4145093730982883,50.872,7.658153824519353,50.182,63.44,44.1,48.04,44.1,45.23,15.399999999999999,3.6420000000000003,1.6411051772352023,8.198,5.097467018039448,7.021000000000001,15.54,4.28,4.28,5.13,4.64,7.29,1.3860000000000001,0.6614920388622746,41.760000000000005,26.995240321212183,36.36,82.7,20.1,25.4,21.4,20.1,30.800000000000004,7.220000000000001,0.5349071294594293,1703.02,1120.358559569212,1486.6299999999999,2990.0,855.4,887.8,855.4,857.5,1980.6000000000001,402.18,1.0401847569492606,52.239999999999995,0.0010214753834141843,33.187388,1.3457851183464753,851.0664
2024-01-26,M01,CNC,2.4,62.27,15.09,56.2,2953.2,normal,281.05,17.1,53.75,0,none,0.0,1.8539999999999999,0.9429899257150097,1.3329999999999997,2.93,0.71,2.93,2.21,0.71,-0.5300000000000002,0.33799999999999997,0.5789479720993166,54.053999999999995,8.566211531359741,50.251999999999995,63.44,44.1,63.44,52.42,46.36,-1.1699999999999946,3.182000000000001,0.9591059080588764,10.322,5.361470880271567,7.531999999999999,15.54,4.28,11.57,15.54,4.47,3.5199999999999996,2.124,0.8892916099541518,48.38,25.27928005303949,35.42,82.7,20.1,56.2,82.7,23.1,0.0,6.62,0.3093430291246306,2110.96,1132.2926070587937,1498.4699999999998,2990.0,855.4,2868.4,2990.0,913.5,84.79999999999973,407.93999999999994,0.7438359310710168,45.17,0.0008126777705110464,44.563788,1.1616367999923936,702.625
2024-01-27,M01,CNC,0.83,42.22,4.18,22.0,916.0,idle,281.38,11.1,53.42,0,none,0.0,1.866,0.925975161653918,1.3199999999999998,2.93,0.71,2.4,0.96,0.77,-1.5699999999999998,0.011999999999999988,-1.1186996940396958,53.678,9.13474794397747,49.851,63.44,42.22,62.27,48.04,44.1,-20.050000000000004,-0.3760000000000005,-1.254317539850695,10.132,5.60286266117598,7.5,15.54,4.18,15.09,4.28,5.13,-10.91,-0.19000000000000003,-1.0622951391845903,48.5,25.120111464720853,35.58,82.7,20.1,56.2,25.4,21.4,-34.2,0.12000000000000029,-1.0549274251618836,2123.0800000000004,1115.6959944357602,1502.8899999999999,2990.0,855.4,2953.2,887.8,855.4,-2037.1999999999998,12.120000000000005,-1.081907524835834,31.119999999999997,0.0009061135272258349,3.82888,0.45360815389522596,261.6834
2024-01-28,M01,CNC,2.25,57.78,14.07,65.8,3091.5,normal,281.75,16.8,53.05,0,none,0.0,1.874,0.9298548273789837,1.4649999999999999,2.93,0.71,0.83,2.93,2.21,1.42,0.008000000000000007,0.4043207142219274,54.75,9.263805913338247,50.899,63.44,42.22,42.22,63.44,52.42,15.560000000000002,1.0719999999999998,0.32707586069471867,9.838,5.277250230944141,8.411000000000001,15.54,4.18,4.18,11.57,15.54,9.89,-0.29399999999999976,0.8019175940200729,45.120000000000005,19.978788752074035,39.63,82.7,20.1,22.0,56.2,82.7,43.8,-3.3800000000000012,1.035092604830345,2143.38,1136.1488423617743,1723.73,3091.5,855.4,916.0,2868.4,2990.0,2175.5,20.3,0.8345032633037457,40.980000000000004,0.0007278020354915024,43.497405,1.4583330101212297,662.1125000000001
2024-01-29,M01,CNC,3.15,53.78,14.07,63.4,2885.4,normal,282.12,10.6,52.68,0,none,0.0,2.312,0.9072044973433495,1.7060000000000002,3.15,0.71,2.25,2.4,0.96,0.8999999999999999,0.438,0.923614952261035,55.898,8.552772649848746,51.564,63.44,42.22,57.78,62.27,48.04,-4.0,1.1480000000000004,-0.24763609686594107,11.796000000000001,4.451042574498697,9.304,15.54,4.18,14.07,15.09,4.28,0.0,1.9579999999999997,0.5108800632511991,52.720000000000006,17.699491518119952,43.629999999999995,82.7,20.1,65.8,56.2,25.4,-2.3999999999999986,7.6,0.6034037559039905,2542.9000000000005,913.6969081703187,1921.8700000000001,3091.5,855.4,3091.5,2953.2,887.8,-206.0999999999999,399.52000000000004,0.37485074038477695,43.18,0.0010917030529850173,40.597578,1.2025794380539758,916.89
